key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2012-11-24 14:27:19.0000002,9.0,2012-11-24 14:27:19 UTC,-73.99761,40.756553,-73.97629,40.785852,1
2011-03-03 19:20:00.00000043,7.3,2011-03-03 19:20:00 UTC,-73.97243,40.765108,-73.988827,40.775017,5
2010-04-11 13:54:38.0000005,4.1,2010-04-11 13:54:38 UTC,-73.979865,40.776007,-73.98355,40.764628,1
2013-06-25 18:30:27.0000006,9.5,2013-06-25 18:30:27 UTC,-73.972354,40.765112,-73.984015,40.762125,2
2014-05-01 06:03:19.0000002,11.5,2014-05-01 06:03:19 UTC,-73.984859,40.747302,-73.955674,40.770848,1
2010-12-02 13:04:00.000000214,9.7,2010-12-02 13:04:00 UTC,-73.98105,40.767782,-73.950935,40.774887,1
2013-07-21 23:27:00.000000151,15.5,2013-07-21 23:27:00 UTC,-73.988855,40.72216,-73.949045,40.784122,1
2011-10-13 18:23:31.0000004,18.5,2011-10-13 18:23:31 UTC,-73.969338,40.75904,-73.986701,40.702209,1
2014-02-09 14:12:00.00000092,8.5,2014-02-09 14:12:00 UTC,-73.97932,40.735897,-73.97612,40.75548,6
2010-10-04 15:33:10.0000002,16.9,2010-10-04 15:33:10 UTC,-73.977625,40.684488,-73.994857,40.750168,1
2012-06-04 03:48:00.00000010,5.7,2012-06-04 03:48:00 UTC,-73.978308,40.7732,-73.962625,40.767137,1
2014-08-17 21:03:00.00000043,9.5,2014-08-17 21:03:00 UTC,-73.972162,40.794367,-73.942393,40.78629,1
2012-11-18 18:17:37.0000002,57.5,2012-11-18 18:17:37 UTC,-73.984565,40.760056,-73.997367,40.725768,2
2013-08-29 06:21:00.00000060,8.5,2013-08-29 06:21:00 UTC,-73.996492,40.732297,-73.973955,40.74303,1
2009-06-19 03:36:59.0000002,31.450000000000003,2009-06-19 03:36:59 UTC,-73.986146,40.758519,-73.873124,40.774442,2
2014-08-13 07:29:00.00000048,5.0,2014-08-13 07:29:00 UTC,-74.00743,40.711807,-74.009552,40.720715,1
2009-07-15 14:20:00.00000044,7.7,2009-07-15 14:20:00 UTC,-73.97778,40.758512,-73.991448,40.750512,5
2009-06-12 02:09:42.0000001,10.9,2009-06-12 02:09:42 UTC,-73.986713,40.750377,-74.000667,40.728303,4
2009-10-28 11:04:03.0000002,4.1,2009-10-28 11:04:03 UTC,-73.96975,40.756017,-73.970343,40.752617,1
2012-02-05 12:05:44.0000007,9.7,2012-02-05 12:05:44 UTC,-74.0047,40.722596,-73.973486,40.748532,1
2012-12-07 09:18:56.0000004,9.0,2012-12-07 09:18:56 UTC,-73.991146,40.770482,-73.971253,40.763944,1
2009-08-13 19:36:00.000000171,4.9,2009-08-13 19:36:00 UTC,-73.997628,40.746563,-74.007382,40.743182,2
2009-01-22 16:55:00.000000184,2.5,2009-01-22 16:55:00 UTC,-73.977983,40.751937,-73.978618,40.750978,1
2014-02-09 13:51:00.000000169,12.0,2014-02-09 13:51:00 UTC,-73.988475,40.759097,-73.967035,40.772505,2
2010-08-05 20:54:00.000000128,5.3,2010-08-05 20:54:00 UTC,-73.977985,40.750607,-73.96898,40.76419,1
2009-08-16 19:57:43.0000001,4.1,2009-08-16 19:57:43 UTC,-73.983632,40.77117,-73.980458,40.780656,1
2011-10-12 21:27:00.000000192,9.7,2011-10-12 21:27:00 UTC,-73.986097,40.730958,-73.964762,40.71048,2
2010-11-06 11:20:51.0000002,14.9,2010-11-06 11:20:51 UTC,-73.987642,40.754759,-74.016895,40.704959,1
2012-02-07 14:16:55.0000001,5.7,2012-02-07 14:16:55 UTC,-73.918621,40.743317,-73.939216,40.750404,1
2009-06-15 17:31:00.000000123,8.1,2009-06-15 17:31:00 UTC,-73.976733,40.751787,-73.974347,40.760625,2
2011-12-14 18:55:00.000000241,49.8,2011-12-14 18:55:00 UTC,0.0,0.0,0.0,0.0,1
2013-12-22 04:01:55.0000001,3.5,2013-12-22 04:01:55 UTC,-73.986445,40.734707,-73.981806,40.740633,1
2012-09-26 21:33:22.0000004,22.0,2012-09-26 21:33:22 UTC,-74.015882,40.706553,-73.969852,40.762689,1
2011-08-17 07:05:00.00000028,6.9,2011-08-17 07:05:00 UTC,-73.990495,40.756192,-73.969025,40.762675,1
2014-08-20 21:14:44.0000001,6.5,2014-08-20 21:14:44 UTC,-73.974517,40.75322,-73.985333,40.735892,1
2012-12-22 00:42:51.0000003,5.5,2012-12-22 00:42:51 UTC,-73.986364,40.720469,-73.98356,40.730881,1
2009-01-10 15:34:48.0000003,7.3,2009-01-10 15:34:48 UTC,-73.997367,40.721268,-73.995995,40.738441,1
2014-11-25 19:35:00.000000146,11.0,2014-11-25 19:35:00 UTC,-73.97209,40.79679,-73.97995,40.77618,1
2013-10-30 08:12:00.000000127,4.5,2013-10-30 08:12:00 UTC,-73.985477,40.76878,-73.982197,40.762215,1
2011-12-13 13:32:00.000000137,9.7,2011-12-13 13:32:00 UTC,-74.002052,40.724468,-74.00497,40.707492,1
2009-02-27 18:48:37.0000001,6.3,2009-02-27 18:48:37 UTC,-74.000878,40.730823,-73.991944,40.744189,1
2009-01-17 06:07:00.00000025,14.5,2009-01-17 06:07:00 UTC,-73.957085,40.801955,-73.988552,40.73869,1
2012-04-04 19:04:00.00000021,3.3,2012-04-04 19:04:00 UTC,-73.98209,40.731995,-73.977133,40.73862,5
2010-04-12 12:43:22.0000002,4.9,2010-04-12 12:43:22 UTC,-73.987838,40.723056,-73.977092,40.738862,1
2012-03-10 19:15:00.000000261,10.9,2012-03-10 19:15:00 UTC,-73.948078,40.783118,-73.979277,40.747333,1
2011-09-14 13:36:37.0000006,5.3,2011-09-14 13:36:37 UTC,-74.007761,40.725839,-74.006469,40.739421,1
2009-12-02 22:15:00.00000016,6.9,2009-12-02 22:15:00 UTC,-73.973238,40.756975,-73.987852,40.738082,1
2011-01-21 08:41:00.000000161,9.3,2011-01-21 08:41:00 UTC,-73.952255,40.77054,-73.946603,40.795008,1
2013-07-12 01:33:19.0000004,7.0,2013-07-12 01:33:19 UTC,-73.96235,40.760639,-73.97535,40.759356,1
2014-10-20 10:31:49.0000001,4.5,2014-10-20 10:31:49 UTC,-73.964071,40.755078,-73.970392,40.753323,1
2013-11-27 23:16:26.0000002,21.0,2013-11-27 23:16:26 UTC,-73.976866,40.780128,-73.921289,40.765815,1
2011-11-28 16:11:54.0000003,7.7,2011-11-28 16:11:54 UTC,-73.988749,40.74838,-73.969947,40.758484,3
2012-11-10 18:33:26.0000001,56.8,2012-11-10 18:33:26 UTC,-73.783467,40.64868,-73.985983,40.759008,3
2010-03-09 16:04:52.0000004,6.9,2010-03-09 16:04:52 UTC,-73.978069,40.751549,-73.95865,40.764759,1
2010-07-17 00:11:40.0000002,16.9,2010-07-17 00:11:40 UTC,-73.987448,40.729278,-73.959818,40.798345,1
2012-03-31 19:50:04.0000001,6.5,2012-03-31 19:50:04 UTC,-73.989974,40.735158,-74.001126,40.729072,1
2012-10-10 20:36:30.0000002,30.8,2012-10-10 20:36:30 UTC,-73.8637,40.770111,-73.95586,40.780499,1
2013-03-01 18:51:00.000000228,7.0,2013-03-01 18:51:00 UTC,-73.982143,40.767722,-73.991992,40.759265,3
2013-03-27 21:19:26.0000002,57.33,2013-03-27 21:19:26 UTC,-73.780265,40.647328,-73.971717,40.755628,1
2014-04-12 12:34:00.000000112,8.0,2014-04-12 12:34:00 UTC,-74.005412,40.740812,-74.001382,40.761512,1
2011-01-10 18:24:00.000000180,13.7,2011-01-10 18:24:00 UTC,-73.996167,40.73215,-73.974045,40.68437,1
2011-01-10 23:26:32.0000001,2.5,2011-01-10 23:26:32 UTC,-73.789992,40.646832,-73.933011,40.803597,1
2010-03-26 09:02:00.000000133,6.5,2010-03-26 09:02:00 UTC,-73.975465,40.751822,-73.981063,40.752377,1
2012-08-29 12:58:01.0000001,12.1,2012-08-29 12:58:01 UTC,-73.982404,40.772455,-73.987714,40.750984,1
2012-10-23 05:05:29.0000001,23.0,2012-10-23 05:05:29 UTC,-73.950765,40.779278,-73.90281,40.859893,1
2011-09-10 23:51:00.000000172,27.3,2011-09-10 23:51:00 UTC,-73.959025,40.763335,-73.912668,40.699357,1
2012-05-23 07:05:18.0000001,4.5,2012-05-23 07:05:18 UTC,-74.008963,40.731156,-74.001426,40.727619,1
2014-11-29 16:22:09.0000004,4.0,2014-11-29 16:22:09 UTC,-73.970126,40.759735,-73.967115,40.752877,1
2013-02-17 01:10:13.0000004,12.5,2013-02-17 01:10:13 UTC,-73.978765,40.75016,-73.988036,40.722684,1
2014-04-19 16:49:04.0000001,4.0,2014-04-19 16:49:04 UTC,-73.972847,40.792685,-73.9764,40.787822,1
2012-04-28 18:08:00.000000242,4.9,2012-04-28 18:08:00 UTC,-74.00563,40.725632,-73.999315,40.723307,1
2012-09-04 21:40:00.000000211,22.0,2012-09-04 21:40:00 UTC,-74.010832,40.72072,-73.963575,40.771037,1
2010-06-16 18:42:00.000000227,6.5,2010-06-16 18:42:00 UTC,-73.972432,40.749718,-73.991327,40.735197,1
2014-12-22 00:14:00.00000021,16.5,2014-12-22 00:14:00 UTC,-73.95448,40.80064,-73.99541,40.73355,1
2009-12-21 22:55:40.0000002,10.1,2009-12-21 22:55:40 UTC,-73.983722,40.767081,-73.985793,40.744887,1
2014-01-05 17:06:00.00000053,14.0,2014-01-05 17:06:00 UTC,-73.982938,40.777465,-74.000845,40.734587,1
2011-09-27 14:26:45.0000003,16.5,2011-09-27 14:26:45 UTC,-73.948518,40.781266,-73.990683,40.717181,1
2013-04-28 00:35:00.00000039,9.0,2013-04-28 00:35:00 UTC,-73.966802,40.756865,-73.991157,40.750635,1
2009-10-15 21:23:00.000000156,15.3,2009-10-15 21:23:00 UTC,-74.002963,40.706675,-73.959288,40.764282,1
2012-06-23 21:51:16.0000009,4.9,2012-06-23 21:51:16 UTC,-73.998487,40.735064,-73.988,40.738021,1
2013-01-24 20:01:49.0000008,10.0,2013-01-24 20:01:49 UTC,-73.98212,40.759334,-73.988361,40.734829,1
2013-11-21 09:15:00.000000260,7.0,2013-11-21 09:15:00 UTC,-73.972643,40.743528,-73.981163,40.745981,3
2013-01-12 00:14:00.000000205,12.0,2013-01-12 00:14:00 UTC,-73.97823,40.724937,-74.003837,40.728507,5
2014-06-29 01:50:00.000000188,6.5,2014-06-29 01:50:00 UTC,-73.972095,40.749567,-73.987425,40.749752,1
2010-09-15 06:41:00.00000081,9.3,2010-09-15 06:41:00 UTC,-73.953805,40.7755,-73.965687,40.805397,1
2012-09-20 12:12:42.0000003,16.5,2012-09-20 12:12:42 UTC,-73.971272,40.786201,-73.972713,40.753311,1
2010-04-01 12:01:20.0000001,21.3,2010-04-01 12:01:20 UTC,-73.978486,40.762195,-74.010334,40.705582,2
2012-06-23 17:23:00.00000080,6.5,2012-06-23 17:23:00 UTC,-73.982113,40.763057,-73.995453,40.764857,5
2009-05-07 15:42:00.000000173,4.1,2009-05-07 15:42:00 UTC,-73.974567,40.793378,-73.978445,40.787437,5
2009-02-27 11:02:00.000000130,3.7,2009-02-27 11:02:00 UTC,-73.981178,40.764947,-73.980937,40.761755,2
2014-06-20 09:41:00.000000116,7.0,2014-06-20 09:41:00 UTC,-73.954225,40.763932,-73.965435,40.76915,1
2014-04-25 18:28:00.000000241,10.0,2014-04-25 18:28:00 UTC,-74.000247,40.717462,-74.013162,40.70412,5
2014-03-20 08:08:00.0000003,6.0,2014-03-20 08:08:00 UTC,-74.002582,40.73944,-74.004387,40.749522,1
2013-09-25 04:00:00.00000015,9.5,2013-09-25 04:00:00 UTC,-74.000362,40.72985,-73.978982,40.744487,1
2013-12-14 17:39:02.0000001,4.0,2013-12-14 17:39:02 UTC,-73.954106,40.77027,-73.950358,40.77565,1
2011-05-25 05:09:10.0000001,4.9,2011-05-25 05:09:10 UTC,-73.975576,40.781876,-73.987496,40.775698,1
2013-12-03 12:57:00.00000084,12.5,2013-12-03 12:57:00 UTC,-73.985847,40.758827,-73.977433,40.754057,2
2014-07-17 15:24:51.0000001,38.83,2014-07-17 15:24:51 UTC,-73.980858,40.741952,-73.872963,40.774303,1
2013-06-15 12:48:00.00000034,19.5,2013-06-15 12:48:00 UTC,-74.010272,40.721635,-73.971115,40.755232,1
2012-07-14 23:53:00.000000127,18.1,2012-07-14 23:53:00 UTC,-73.915717,40.757453,-73.989055,40.739755,4
2013-08-16 21:26:00.00000075,5.5,2013-08-16 21:26:00 UTC,-74.009845,40.712585,-74.007257,40.705487,2
2011-02-04 12:16:03.0000001,9.7,2011-02-04 12:16:03 UTC,-73.979059,40.777187,-73.980587,40.753697,1
2013-03-06 16:44:15.0000002,8.0,2013-03-06 16:44:15 UTC,-73.981611,40.774372,-73.966341,40.770585,2
2013-12-06 00:00:35.0000001,5.0,2013-12-06 00:00:35 UTC,-73.988843,40.722655,-74.00291,40.727684,1
2011-04-17 14:34:00.00000078,4.1,2011-04-17 14:34:00 UTC,-73.996192,40.743517,-74.003283,40.73535,1
2010-04-23 19:58:16.0000003,5.3,2010-04-23 19:58:16 UTC,-73.950344,40.775385,-73.956226,40.784489,2
2011-08-12 18:08:00.00000027,6.5,2011-08-12 18:08:00 UTC,-73.987517,40.733008,-73.972408,40.74605,1
2011-10-08 18:09:33.0000002,12.5,2011-10-08 18:09:33 UTC,-73.992611,40.749939,-73.959406,40.775207,1
2011-03-15 19:39:36.0000005,14.1,2011-03-15 19:39:36 UTC,-73.971633,40.759489,-74.00523,40.720881,2
2014-04-27 00:24:24.0000001,15.5,2014-04-27 00:24:24 UTC,-73.977316,40.723517,-73.950924,40.77781,2
2012-12-06 11:20:00.00000025,8.0,2012-12-06 11:20:00 UTC,-73.965785,40.771027,-73.988052,40.737922,1
2010-12-25 00:51:00.00000088,6.5,2010-12-25 00:51:00 UTC,-73.971552,40.762718,-73.982223,40.741022,2
2011-10-17 00:02:24.0000001,9.3,2011-10-17 00:02:24 UTC,-73.981373,40.760289,-73.966563,40.793451,1
2013-02-25 07:20:00.000000157,51.3,2013-02-25 07:20:00 UTC,-0.083332,40.773067,-74.012907,40.702402,1
2014-09-29 06:35:00.00000059,14.5,2014-09-29 06:35:00 UTC,-74.016962,40.709012,-73.98806,40.740962,1
2009-10-21 10:48:25.0000002,4.5,2009-10-21 10:48:25 UTC,-73.960224,40.814036,-73.961547,40.805951,1
2014-06-19 15:54:00.000000139,57.33,2014-06-19 15:54:00 UTC,-73.788183,40.654337,-73.993522,40.757342,1
2014-12-16 12:18:03.0000004,15.5,2014-12-16 12:18:03 UTC,-73.988416,40.737147,-73.954411,40.764187,1
2011-04-28 23:57:00.0000004,20.1,2011-04-28 23:57:00 UTC,0.0,0.0,0.0,0.0,1
2009-06-03 09:00:00.00000027,5.7,2009-06-03 09:00:00 UTC,-73.965135,40.763594,-73.95796,40.776347,1
2014-06-21 13:03:47.0000005,7.5,2014-06-21 13:03:47 UTC,-73.98547,40.727974,-74.003276,40.728317,1
2010-09-12 17:20:00.00000065,5.3,2010-09-12 17:20:00 UTC,-73.990672,40.748743,-73.968702,40.76134,1
2014-04-13 12:35:07.0000002,17.5,2014-04-13 12:35:07 UTC,-74.014803,40.709786,-73.991777,40.751514,1
2009-11-11 21:21:00.000000282,6.1,2009-11-11 21:21:00 UTC,-74.001753,40.71727,-73.998633,40.729743,5
2014-09-24 13:50:00.00000094,11.5,2014-09-24 13:50:00 UTC,-73.968705,40.75434,-73.987775,40.75711,1
2014-07-03 18:09:00.0000002,26.0,2014-07-03 18:09:00 UTC,-73.98929,40.753128,-73.951493,40.813607,5
2012-07-30 01:09:00.00000024,4.5,2012-07-30 01:09:00 UTC,-73.951352,40.774232,-73.941842,40.78722,1
2013-05-31 10:05:00.000000100,19.5,2013-05-31 10:05:00 UTC,-74.00187,40.740717,-73.97681,40.76519,1
2009-01-21 23:21:55.0000003,14.2,2009-01-21 23:21:55 UTC,-74.005216,40.728304,-74.005915,40.674168,1
2013-03-16 09:25:53.0000004,5.5,2013-03-16 09:25:53 UTC,-73.980711,40.764106,-73.991934,40.759464,1
2009-05-04 15:48:20.0000003,4.9,2009-05-04 15:48:20 UTC,-73.972018,40.760413,-73.980578,40.748316,1
2011-11-09 14:08:43.0000002,6.1,2011-11-09 14:08:43 UTC,-73.96567,40.774305,-73.982226,40.770605,1
2010-09-11 17:20:10.0000002,10.1,2010-09-11 17:20:10 UTC,-73.974923,40.790525,-73.97692,40.759402,2
2013-06-28 20:11:00.000000231,31.33,2013-06-28 20:11:00 UTC,-73.870822,40.773677,-73.981693,40.740842,6
2011-09-25 17:20:00.000000179,5.7,2011-09-25 17:20:00 UTC,-73.988027,40.748405,-73.978925,40.752797,2
2013-11-11 21:04:25.0000002,7.5,2013-11-11 21:04:25 UTC,-73.948179,40.744515,-73.948179,40.744515,1
2013-10-05 20:25:00.000000267,7.5,2013-10-05 20:25:00 UTC,-74.014185,40.709715,-73.998762,40.713457,2
2012-09-03 20:27:14.0000001,7.7,2012-09-03 20:27:14 UTC,-73.977077,40.747097,-74.000099,40.76135,1
2013-11-07 22:43:00.000000120,17.0,2013-11-07 22:43:00 UTC,-73.972397,40.765587,-74.010867,40.713257,1
2011-01-12 16:10:57.0000004,6.5,2011-01-12 16:10:57 UTC,-73.977294,40.758465,-73.99918,40.761334,1
2009-01-31 02:15:34.0000003,25.0,2009-01-31 02:15:34 UTC,-73.983359,40.767101,-73.958066,40.675401,2
2012-08-13 10:27:00.00000049,9.3,2012-08-13 10:27:00 UTC,-73.980875,40.764992,-73.967475,40.790367,1
2010-04-21 11:17:00.0000007,8.5,2010-04-21 11:17:00 UTC,-73.977312,40.758602,-73.99178,40.749743,4
2009-06-10 11:22:22.0000002,9.7,2009-06-10 11:22:22 UTC,-74.001563,40.717464,-73.978721,40.725665,2
2009-10-21 21:40:00.000000272,10.1,2009-10-21 21:40:00 UTC,-73.975175,40.787567,-73.948125,40.828808,1
2012-12-02 04:26:31.0000001,14.5,2012-12-02 04:26:31 UTC,-73.985791,40.72701,-73.948689,40.722483,2
2010-10-30 19:49:00.00000056,10.9,2010-10-30 19:49:00 UTC,-73.969035,40.765147,-73.992215,40.735422,1
2011-04-07 09:26:48.0000001,10.5,2011-04-07 09:26:48 UTC,-73.977657,40.75209,-74.004918,40.730153,1
2014-04-08 07:37:19.0000005,4.0,2014-04-08 07:37:19 UTC,-73.983035,40.781623,-73.978138,40.783067,2
2011-02-01 13:11:32.0000004,9.3,2011-02-01 13:11:32 UTC,-73.991919,40.726359,-73.991269,40.739431,1
2009-02-10 21:34:00.00000019,8.1,2009-02-10 21:34:00 UTC,-73.986117,40.752028,-73.95772,40.770797,1
2011-11-01 09:07:48.0000003,7.7,2011-11-01 09:07:48 UTC,-74.002839,40.76052,-73.979952,40.76099,1
2013-02-26 23:30:26.0000001,5.5,2013-02-26 23:30:26 UTC,-73.981894,40.725472,-73.98446,40.716519,1
2011-01-24 07:27:15.0000003,10.1,2011-01-24 07:27:15 UTC,-73.953138,40.786058,-73.981703,40.762092,1
2012-02-27 05:02:00.00000022,24.1,2012-02-27 05:02:00 UTC,-73.952613,40.781797,-73.90365,40.747485,1
2012-12-19 18:43:16.0000004,11.5,2012-12-19 18:43:16 UTC,-73.949672,40.776101,-73.982481,40.772761,1
2010-10-05 07:23:48.0000002,8.1,2010-10-05 07:23:48 UTC,-73.856882,40.736623,-73.875734,40.748618,1
2013-06-13 00:17:00.000000179,18.0,2013-06-13 00:17:00 UTC,-73.975342,40.755357,-74.009122,40.703822,1
2011-11-23 20:30:28.0000002,16.1,2011-11-23 20:30:28 UTC,-73.965574,40.771605,-74.00619,40.734811,1
2014-05-18 22:42:49.0000001,5.5,2014-05-18 22:42:49 UTC,-73.99695,40.742131,-74.006361,40.733603,1
2013-11-12 21:59:33.0000004,6.0,2013-11-12 21:59:33 UTC,-73.955131,40.765688,-73.94755,40.779209,1
2010-04-22 14:13:19.0000001,34.9,2010-04-22 14:13:19 UTC,-74.010071,40.720729,-73.861548,40.767697,1
2010-01-13 18:38:58.0000001,6.1,2010-01-13 18:38:58 UTC,-73.990992,40.77034,-73.979814,40.7807,1
2013-06-03 19:58:47.0000002,49.33,2013-06-03 19:58:47 UTC,-73.971021,40.760642,-74.039499,40.618478,1
2012-05-10 19:34:00.000000205,3.7,2012-05-10 19:34:00 UTC,-73.977028,40.779841,-73.983269,40.77934,1
2010-05-04 08:55:41.0000002,10.1,2010-05-04 08:55:41 UTC,-73.983831,40.765,-73.953097,40.785736,1
2012-01-20 17:17:00.000000156,10.5,2012-01-20 17:17:00 UTC,-74.004703,40.750323,-73.9917,40.722557,1
2010-09-26 03:19:00.0000003,7.7,2010-09-26 03:19:00 UTC,-74.00477,40.721188,-73.979317,40.723443,1
2012-01-10 12:01:00.00000072,12.9,2012-01-10 12:01:00 UTC,-73.973197,40.792903,-73.989947,40.7519,1
2014-09-07 00:37:00.000000140,5.0,2014-09-07 00:37:00 UTC,-73.96642,40.76463,-73.9549,40.76555,5
2009-01-11 12:31:54.0000004,25.7,2009-01-11 12:31:54 UTC,-73.788539,40.641367,-73.861767,40.768441,2
2012-11-21 22:30:28.0000003,56.8,2012-11-21 22:30:28 UTC,-73.818657,40.707018,-73.991435,40.746617,1
2010-07-23 15:45:00.000000137,10.5,2010-07-23 15:45:00 UTC,-74.000565,40.728917,-73.991462,40.750182,1
2014-10-11 19:50:40.0000002,9.5,2014-10-11 19:50:40 UTC,-73.995028,40.734223,-73.985204,40.744515,2
2011-10-15 23:39:22.0000002,8.1,2011-10-15 23:39:22 UTC,-73.981731,40.737109,-73.995462,40.721702,3
